"id","name","type","platform","genres","developer","publisher","release_date","release_precision","release_year","release_month","release_day","main_story_polled","main_story","main_plus_sides_polled","main_plus_sides","completionist_polled","completionist","all_styles_polled","all_styles","single_player_polled","single_player","co_op_polled","co_op","versus_polled","versus"
"66931","The Doorbreaker","game","PC","","Meepower","Meepower","2017-10-17","day","2017","10","17","1","3.0","","","1","5.92","2","4.46","1","3.0","","","",""
"66938","The Princess Adventure","game","PC","Platform","FalconDev","FalconDev","2018-11-08","day","2018","11","8","1","2.8","","","","","1","2.8","1","2.8","","","",""
"66939","Detective Di: The Silk Rose Murders","game","Nintendo Switch, PC, Xbox One","Adventure","Nupixo Games","Nupixo Games, WhisperGames","2019-05-01","day","2019","5","1","13","4.81","11","4.98","28","5.54","52","5.17","13","4.81","","","",""
"66940","Flue","game","","Puzzle, Scrolling, Third-Person, Turn-Based","Nitrome","Nitrome","2014-05-16","day","2014","5","16","1","0.86","","","","","1","0.86","1","0.86","","","",""
"66941","Ice Beak","game","","Action, Puzzle, Scrolling, Side","Nitrome","Nitrome","2012-12-06","day","2012","12","6","1","0.69","","","","","1","0.69","1","0.69","","","",""
"66949","The Council - Episode 2: Hide and Seek","dlc/expansion","PC, PlayStation 4, Xbox One","Adventure","Big Bad Wolf","Focus Home Interactive","2018-05-15","day","2018","5","15","6","2.61","3","3.7","","","9","3.17","6","2.61","","","",""
"66950","The Council - Episode 3: Ripples","dlc/expansion","PC, PlayStation 4, Xbox One","Adventure","Big Bad Wolf","Focus Home Interactive","2018-07-24","day","2018","7","24","6","2.64","1","3.15","","","7","3.01","6","2.64","","","",""
"66951","The Council - Episode 4: Burning Bridges","dlc/expansion","PC, PlayStation 4, Xbox One","Adventure","Big Bad Wolf","Focus Home Interactive","2018-09-25","day","2018","9","25","6","2.04","1","2.72","","","7","2.09","6","2.04","","","",""
"66952","The Council - Episode 5: Checkmate","dlc/expansion","PC, PlayStation 4, Xbox One","Adventure","Big Bad Wolf","Focus Home Interactive","2018-12-04","day","2018","12","4","6","1.24","1","1.38","","","7","1.33","6","1.24","","","",""
"66953","Dear Substance of Kin","game","PC","Adventure, Horror, Isometric, Point-And-Click","Deconstructeam","","2019-04-30","day","2019","4","30","1","0.5","","","1","1.0","2","0.75","1","0.5","","","",""
"66957","Black Paradox","game","Nintendo Switch, PC, PlayStation 4, Xbox One","","Fantastico Studio","Digerati","2019-07-27","day","2019","7","27","2","15.5","","","2","27.51","4","19.51","2","15.5","","","",""
"66961","MarisaLand Legacy","game","PC","","黄昏フロンティア","DLsite","2018-11-01","day","2018","11","1","1","1.06","","","","","1","1.06","1","1.06","","","",""
"66963","Alien: Blackout","game","Mobile","First-Person, Horror","D3 Go","FoxNext","2019-01-24","day","2019","1","24","2","1.45","1","1.5","1","3.67","4","1.76","2","1.45","","","",""
"66965","Sticks And Bones","game","PC","","Mohammad Arkobi","Mohammad Arkobi","2019-03-29","day","2019","3","29","10","0.66","2","0.82","","","12","0.68","10","0.66","","","",""
"66966","Close To The Sun","game","Nintendo Switch, PC, PlayStation 4, Xbox One","Adventure, First-Person","Storm in a Teacup","Wired Productions","2019-05-02","day","2019","5","2","146","4.12","139","5.21","50","6.08","335","4.88","146","4.12","","","",""
"66967","Once Upon A Crime In The West","game","PC","Adventure","National Insecurities","Humble Bundle","2019-08-03","day","2019","8","3","5","1.38","2","1.39","5","1.39","12","1.39","5","1.38","","","",""
"66968","Jump King","game","Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One","Platform","Nexile","Nexile","2019-05-03","day","2019","5","3","121","10.45","18","30.26","14","86.85","153","16.35","121","10.45","","","",""
"66969","Contender","game","PlayStation","Fighting","Victor Interactive Software","SCEA","1998-12-31","day","1998","12","31","1","11.0","","","","","1","11.0","1","11.0","","","",""
"66972","Lost Ember","game","Nintendo Switch, PC, PlayStation 4, Xbox One","Action, Adventure","Mooneye Studios","Mooneye Studios","2019-07-19","day","2019","7","19","67","4.03","53","5.83","26","11.46","146","5.56","67","4.03","","","",""
"66977","Where the Bees Make Honey","game","PC, Xbox One","Action, Puzzle","Wakefield Interactive","Wakefield Interactive","2019-03-26","day","2019","3","26","5","1.09","","1.22","9","1.35","14","1.28","5","1.09","","","",""
"66978","Druidstone: The Secret of the Menhir Forest","game","PC","Role-Playing, Turn-Based","Ctrl Alt Ninja","Ctrl Alt Ninja","2019-05-15","day","2019","5","15","3","14.59","25","20.12","13","27.23","41","21.8","3","14.59","","","",""
"66979","Final Fantasy XIV: Shadowbringers","dlc/expansion","PC, PlayStation 4, PlayStation 5, Xbox Series X/S","First-Person, Massively Multiplayer, Role-Playing, Third-Person","Square Enix","Square Enix","2019-07-02","day","2019","7","2","72","59.72","64","161.72","4","264.61","140","103.16","72","59.72","8","284.17","1","2.0"
"66984","Signed and Sealed With a Kiss","game","PC","Simulation, Visual Novel","Reine Works","Reine Works","2019-04-30","day","2019","4","30","","","2","4.0","1","11.42","3","5.99","","","","","",""
"66986","Mola mola: Vivienne","game","PC","Puzzle","Mola Game","Mola Game","0000-00-00","day","0","0","0","","","","","1","1.0","1","1.0","","","","","",""
"66987","UBERMOSH Vol.7","game","PC","Action, Arcade, Real-Time, Top-Down","Walter Machado","Walter Machado","2019-04-30","day","2019","4","30","3","0.65","","","5","5.26","8","3.19","3","0.65","","","",""
"66988","Suburbia","game","Mobile","Board Game","Ted Alspach","Bezier Games","2013-12-12","day","2013","12","12","","","1","10.0","","","1","10.0","","","","","",""
"66989","Neon Beats","game","PC","Platform","Okyo Games","Okyo Games","2019-05-03","day","2019","5","3","29","0.31","17","0.72","9","3.26","55","0.73","29","0.31","","","",""
"66994","Faerie Solitaire Harvest","game","PC","Card Game","Subsoap","Puppygames","2019-04-22","day","2019","4","22","","","","","5","62.26","5","62.26","","","","","",""
"66995","Audica","game","Meta Quest, PC, PlayStation 4","Music/Rhythm, Virtual Reality","Harmonix Music Systems","Harmonix Music Systems","2019-03-07","day","2019","3","7","3","2.18","1","5.0","","","4","2.75","3","2.18","","","",""
"66998","The Scroll Of Taiwu","game","PC","Role-Playing","ConchShip Games","ConchShip Games","2018-09-20","day","2018","9","20","1","56.93","","","","","1","56.93","1","56.93","","","",""
"67000","One Person Story","game","Mac, Nintendo Switch, PC","Action","Lampogolovii","Lampogolovii","2018-08-23","day","2018","8","23","3","1.0","","","1","1.88","4","1.57","3","1.0","","","",""
"67001","In the Pause Between the Ringing","game","Linux, Mac, PC","First-Person, Interactive Art, Real-Time, Text","Studio Oleomingus","The Irregular Corporation","2019-04-23","day","2019","4","23","5","0.37","1","0.42","1","0.45","7","0.37","5","0.37","","","",""
"67002","MEGAMiX","game","PC","Music/Rhythm","Beatsie Boys","Beatsie Boys","2018-10-05","day","2018","10","5","1","0.25","","","","","1","0.25","1","0.25","","","",""
"67008","Alice in Stardom","game","Mobile, PC","Visual Novel","Crystal Game Works","Crystal Game Works","2019-04-05","day","2019","4","5","1","1.84","1","3.33","5","3.5","7","2.39","1","1.84","","","",""
"67010","Spintires: Mudrunner - American Wilds dlc","game","","","","","","","","","","","","","","","","","","","","1","5.1","",""
"67013","RIDE 3","game","PC, PlayStation 4","Simulation","Milestone","Milestone","2018-11-30","day","2018","11","30","5","66.8","6","99.32","4","158.11","15","106.94","5","66.8","","","",""
"67017","Amayui Castle Meister","game","PC","Adventure","Eushully","Eushully","2017-05-26","day","2017","5","26","1","45.59","","","1","145.25","2","95.42","1","45.59","","","",""
"67018","Eczema Angel Orifice","game","Linux, PC","","Porpentine, Neotenomie","Porpentine","2019-04-10","day","2019","4","10","1","3.1","","","","","1","3.1","1","3.1","","","",""
"67020","Ninjin: Clash of Carrots","game","Nintendo Switch, PC, PlayStation 4, Xbox One","Beat Em Up","Pocket Trap","Modus Games","2018-09-04","day","2018","9","4","10","5.72","3","6.9","1","15.0","14","6.28","10","5.72","2","7.52","",""
"67024","Streets of Red: Devil's Dare Deluxe","game","Nintendo Switch, PC, PlayStation 4","Beat Em Up","Secret Base, Ratloop Asia","Maple Whispering Limited","2019-02-22","day","2019","2","22","4","1.25","3","1.44","1","5.0","8","1.56","4","1.25","","","",""
"67027","Monster Hunter Diary: Poka Poka Airou Village DX","game","Nintendo 3DS","Role-Playing","Capcom","Capcom","2015-09-10","day","2015","9","10","1","34.0","1","71.0","1","200.0","3","86.33","1","34.0","","","",""
"67028","Glare1more","game","PC","Visual Novel","Kurenaibook","Kurenaibook","2018-09-14","day","2018","9","14","4","2.3","","","","","4","2.3","4","2.3","","","",""
"67035","SINoALICE","game","Mobile","Role-Playing","Pokelabo","Nexon","2017-06-06","day","2017","6","6","","","","","","","","","","","1","30.2","",""
"67037","Pixel Traffic: Highway Racing","game","PC","","For Kids","For Kids","2018-06-06","day","2018","6","6","","","","","2","0.72","2","0.72","","","","","",""
"67043","Animus","game","Nintendo Switch, PC","Action, Role-Playing","Tenbirds","Tenbirds","2019-07-22","day","2019","7","22","1","4.5","4","9.27","","","5","7.53","1","4.5","","","",""
"67044","Pawnbarian","game","Browser, Linux, Mac, Mobile, PC","Board Game, Role-Playing","j4nw","j4nw","2021-09-24","day","2021","9","24","12","5.73","11","13.86","3","44.79","26","12.58","12","5.73","","","",""
"67058","Life Is Strange 2 - Episode 3: Wastelands","dlc/expansion","PC, PlayStation 4, Xbox One","Adventure, Point-And-Click, Third-Person","DONTNOD Entertainment","Square Enix","2019-05-09","day","2019","5","9","44","2.96","25","3.19","21","3.33","90","3.06","44","2.96","","","",""
"67060","Zombotron","game","Mobile, PC","","Ant.Karlov","Armor Games Studios","2019-04-22","day","2019","4","22","12","6.46","7","7.05","11","7.99","30","7.34","12","6.46","","","",""
"67062","bit Dungeon III","game","PC","Action, Adventure","Kinto Games","Kinto Games","2019-05-03","day","2019","5","3","3","4.45","","","","","3","4.45","3","4.45","","","",""
"67063","Puyo Puyo Champions","game","Arcade, Nintendo Switch, PC, PlayStation 4, Xbox One","Puzzle","Sonic Team","Sega","2019-05-06","day","2019","5","6","2","7.45","2","24.0","","","4","12.84","2","7.45","","","",""
"67067","Super Jigsaw Puzzle: Monuments","game","PC","Puzzle","Flat Cat Games","Flat Cat Games","2018-06-21","day","2018","6","21","","","","","1","30.0","1","30.0","","","","","",""
"67074","KurtzPel","multi","PC","Massively Multiplayer, Role-Playing","Kog","Kog","2019-04-30","day","2019","4","30","2","3.84","","","","","2","3.84","2","3.84","","","",""
"67076","Riverbond","game","Nintendo Switch, PC, PlayStation 4, Xbox One","","Cococucumber","Cococucumber","2019-06-09","day","2019","6","9","23","5.04","9","5.05","34","6.1","66","5.57","23","5.04","2","5.65","",""
"67080","Huntdown","game","Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One","Action, Scrolling, Side","Easy Trigger Games","Coffee Stain Publishing","2020-05-12","day","2020","5","12","133","6.14","39","8.04","5","20.65","177","6.68","133","6.14","9","6.25","",""
"67084","NoReload heroes","game","PC","","Forever Entertainment","Forever Entertainment","2018-07-19","day","2018","7","19","2","9.08","","","","","2","9.08","2","9.08","","","",""
"67086","RKN Block Me: Telegram","game","PC","","Ruskija game experience","Tero Lunkka","2019-02-19","day","2019","2","19","","","","","3","0.32","3","0.32","","","","","",""
"67089","Monster Hunter: World - Iceborne","dlc/expansion","PC, PlayStation 4, Xbox One","Action, Role-Playing","Capcom","Capcom","2019-09-06","day","2019","9","6","134","37.49","185","168.28","47","364.91","366","121.35","134","37.49","23","418.57","",""
"67092","Fill-a-Pix: Phil's Epic Adventure","game","Nintendo 3DS, Nintendo Switch, PlayStation 4, PlayStation Vita","Puzzle","Lightwood Games","Lightwood Games","2017-11-02","day","2017","11","2","","","","","3","73.5","3","73.5","","","","","",""
"67093","Pic-a-Pix Classic","game","PlayStation 4, PlayStation Vita","","Lightwood Games","Lightwood Games","2019-02-26","day","2019","2","26","","","","","3","9.97","3","9.97","","","","","",""
"67094","Block-a-Pix Deluxe","game","Nintendo Switch, PlayStation 4, PlayStation Vita","Puzzle","Lightwood Games","Lightwood Games","2019-03-21","day","2019","3","21","","","","","2","71.0","2","71.0","","","","","",""
"67097","Never Forget Me","game","PC","Visual Novel","Winter Wolves","Winter Wolves","2017-01-10","day","2017","1","10","","","","","2","5.44","2","5.44","","","","","",""
"67103","The Road to Canterbury","game","PC","Adventure, Text","Choice of Games","Choice of Games","2018-04-26","day","2018","4","26","","","1","2.5","","","1","2.5","","","","","",""
"67106","ReThink | Evolved 2","game","PC","Puzzle","Yaeko","Yaeko","2018-04-09","day","2018","4","9","","","","","4","7.7","4","7.7","","","","","",""
"67112","Girls' Frontline","game","Mobile, PC","Strategy/Tactical, Turn-Based","Sunborn Games","Sunborn Games","2018-05-08","day","2018","5","8","1","100.0","","","","","1","100.0","1","100.0","","","",""
"67113","Alcatraz","game","PC","Action, First-Person, Real-Time, Shooter","Silden","City Interactive","2010-09-28","day","2010","9","28","2","1.25","","","","","2","1.25","2","1.25","","","",""
"67114","Dead or Alive Xtreme Venus Vacation","endless","PC","Simulation, Sports","Team Ninja","Koei Tecmo Games","2017-11-15","day","2017","11","15","2","1.42","1","82.01","2","138.43","5","55.03","2","1.42","","","",""
"67117","Swag and Sorcery","game","PC","","Lazy Bear Games, Uroboros Games","tinyBuild","2019-05-09","day","2019","5","9","12","12.93","16","15.57","42","19.93","70","17.44","12","12.93","","","",""
"67127","Noel The Mortal Fate S8","dlc/expansion","PC","Adventure, Puzzle, Role-Playing, Top-Down","Vaka Game Magazine, KANAWO","Vaka Game Magazine, AGM PLAYISM","2018-10-22","day","2018","10","22","1","1.82","","","","","1","1.82","1","1.82","","","",""
"67143","Mercury Blue: Mini Episode","game","PC","Adventure","Turbo Chimp","Turbo Chimp","2018-06-28","day","2018","6","28","","","","","4","0.61","4","0.61","","","","","",""
"67144","Culdcept","game","Dreamcast, PlayStation 2","Board Game, Card Game","OmiyaSoft","Media Factory","2002-09-26","day","2002","9","26","1","25.0","1","32.0","","","2","28.5","1","25.0","","","",""
"67146","Meridian 59","multi","PC","First-Person, Massively Multiplayer, Role-Playing","Archetype Interactive, Andrew and Christopher Kirmse","The 3DO Company, Near Death Studios","1996-00-00","day","1996","0","0","1","0.55","","","","","1","0.55","1","0.55","","","",""
"67147","Merrily Perilly","game","Nintendo Switch, PC, PlayStation 4","","Squiddershins","Squiddershins","2018-09-27","day","2018","9","27","","","2","1.08","5","2.11","7","1.95","","","","","",""
"67148","Your Future Self","game","PC","","Contortionist Games","Contortionist Games","2019-03-08","day","2019","3","8","6","1.78","","","","","6","1.78","6","1.78","","","",""
"67149","Sacrifices Must Be Made","game","PC","Card Game, First-Person, Puzzle, Turn-Based","Daniel Mullins","Daniel Mullins","2018-12-31","day","2018","12","31","3","0.33","1","0.46","2","0.5","6","0.37","3","0.33","","","",""
"67151","Tell a Demon","game","PC","Visual Novel","Sun Labyrinth","Sun Labyrinth","2017-07-13","day","2017","7","13","2","3.37","1","3.92","4","7.47","7","4.62","2","3.37","","","",""
"67152","Oppaidius Summer Trouble!","game","PC","Visual Novel","Vittorio Giorgi","Vittorio Giorgi","2018-12-10","day","2018","12","10","2","1.08","1","2.46","1","5.05","4","2.16","2","1.08","","","",""
"67153","Theorem","game","PC","Puzzle","Geckoo1337","Geckoo1337","2018-04-24","day","2018","4","24","","","","","2","2.4","2","2.4","","","","","",""
"67154","Typical Nightmare","game","PC","Action, Adventure","Electrostalin Entertainment","Electrostalin Entertainment","2018-08-21","day","2018","8","21","","","","","2","1.08","2","1.08","","","","","",""
"67163","Leanna's Slice of Life","game","PC","Role-Playing","Acerola","Kagura Games","2019-03-07","day","2019","3","7","","","1","2.18","","","1","2.18","","","","","",""
"67164","Leviathan - A Survival RPG","game","PC","Adventure, Role-Playing","TechnoBrake","Kagura Games","2018-11-29","day","2018","11","29","","","1","13.1","2","33.41","3","24.12","","","","","",""
